DGL,HADES
80.714,0.243,27.010,0.264
161.429,0.263,54.019,0.269
242.143,0.265,81.029,0.269
322.857,0.264,108.038,0.269
403.572,0.265,135.048,0.269
484.286,0.265,162.057,0.269
565.000,0.263,189.067,0.269
645.714,0.261,216.076,0.269
726.429,0.289,243.086,0.301
807.143,0.302,270.095,0.309
887.857,0.318,297.105,0.339
968.572,0.331,324.114,0.324
1049.286,0.350,351.124,0.376
1130.000,0.389,378.133,0.413
1210.715,0.408,405.143,0.441
1291.429,0.448,432.152,0.438
1372.143,0.475,459.162,0.452
1452.857,0.492,486.171,0.517
1533.572,0.526,513.181,0.525
1614.286,0.545,540.190,0.548
